Beds,Bath,Sqft,Lot_Size,Type,Price,Address
5,2,1341,0.29,Residential,199000 CAD,309 2 Avenue NW 
3,2,1831,ng>1,Single,179000 CAD,240 1 Avenue NW 
2,1,967,.115,Single,109900 CAD,7910 19  Avenue 
3,2,281134,.011,Single,180000 CAD,348 47 Avenue W 
3,2,1443,.275,Single,189900 CAD,132 Durham Street 
2,1,750251,.011,Single,99900 CAD,50 ST 4816
3,2,1003958,,Single,174900 CAD,5102 49th ST 
4,2,999,0.17,Residential,200000 CAD,4712 56 Street 
3,2,1140984,,Single,120000 CAD,48 ST 4736
4,2,1033,.209,Single,189000 CAD,5210 54A Avenue 
2,2,41554,0.18,Single,119000 CAD,304 4 Street SW 
4,3,1232,0.34,Residential,199000 CAD,4715 52 Street 
4,2,1088,.179,Single,149000 CAD,11331 Leonard Street 
2,1,896,0.11,Residential,147900 CAD,109 MEADOWLAKE Close 
5,2,1048629,.149,Single,190000 CAD,52 AV 4719
3,1,911,.138,Single,160000 CAD,4713 53 Avenue 
3,2,1672,,Single,149900 CAD,29108 RR 35 
5,2,1073,.193,Single,199500 CAD,10510 97th Avenue 
1,1,96101,,Single,199909 CAD,1 AV 154
2,1,1171,0.17,Residential,79900 CAD,1957 5 Avenue 
3,2,1216009,,Single,89900 CAD,89 Pleasantview MHP 
1,1,1005,,Single,65700 CAD,"38, 6026 13 Avenue 38"
1,1,912,ng>2,Single,159000 CAD,711080 RR170 
3,1,1201,.108,Single,165000 CAD,220 2 Street W 
3,1,1037,.108,Single,135000 CAD,2006 13 Street N 
2,1,96284,,Single,73475 CAD,10410 101A ST 13
2,1,960,.251,Single,45000 CAD,5114 49 Avenue 
3,2,1182425,,Single,198500 CAD,48 AV 5031
3,2,1120,,Other,154900 CAD,5111 65 Avenue 
3,1,1125,.064,Single,152900 CAD,511B Allowance Avenue SE 
2,1,739,.123,Single,199900 CAD,1222 9 Street N 
3,2,103991,,Single,186000 CAD,108 AV 10316
2,1,1001,0.23,Residential,85000 CAD,5007 47 Avenue 
3,1,108429,0.15,Residential,182000 CAD,642 Main Street 
3,2,873,0.14,Residential,175900 CAD,5008 53 Street 
4,2,1053796,,Single,89600 CAD,4912 51 AV NW 
3,2,1410,0.31,Residential,169000 CAD,4602 54 ave Avenue 
3,2,1005358,,Single,184900 CAD,52 AV 5002
4,2,937,.172,Single,199900 CAD,1112 Dominion Street SE 
3,1,1500071,1.01,Single,69900 CAD,8510 HWY 16 W 12
4,2,932162,.332,Single,129900 CAD,5006-5008 50 AV 
4,1,988,0.14,Residential,181500 CAD,5705 50 Avenue 
3,2,1080,0.14,Residential,199000 CAD,5225 42 Street 
3,2,960,0.19,Residential,149900 CAD,6117 50A Avenue 
3,2,1040,.167,Single,167900 CAD,10300 118 Street 
3,1,949,,Single,23900 CAD,"298, 133 Jarvis Street 298"
2,1,1012,.252,Single,69900 CAD,25 2 Street S 
5,3,1117,.179,Single,195000 CAD,11054 Hoppe Avenue 
2,1,790,0.14,Residential,126000 CAD,5025 54 Street 
