Beds,Bath,Sqft,Lot_Size,Type,Price,Address,Province,Region
4.0,1.0,1938.0,,Residential,630000 CAD,Investor alert - 230 Brandon Ave. ,BC,West Coast
3.0,2.0,1336.0,0.13,Residential,575000 CAD,126 COLDRON CRT ,BC,West Coast
6.0,4.0,3060.0,0.15,Residential,525000 CAD,7532 Jackson Ave. ,BC,West Coast
3.0,3.0,3100.0,,Residential,659900 CAD,319-641 Shuswap Rd E ,BC,West Coast
2.0,1.0,1260.0,22.8,Residential,435000 CAD,3563 Hinkelman Rd ,BC,West Coast
3.0,4.0,1630.0,,Residential,492500 CAD,5951 Heritage Drive ,BC,West Coast
2.0,3.0,1483.0,,Other,699900 CAD,5401 Lakeshore Drive ,BC,West Coast
5.0,1.0,1843.0,4.02,Residential,550000 CAD,240 W Old North Thompson Highway ,BC,West Coast
4.0,2.0,2800.0,2.24,Residential,689000 CAD,3085 O'Dwyer Rd ,BC,West Coast
2.0,2.0,1120.0,,Residential,275000 CAD,12A-999 BURNABY AVE ,BC,West Coast
1.0,1.0,607.0,,Residential,469000 CAD,4888 Hazel St Burnaby B.C ,BC,West Coast
5.0,3.0,2600.0,0.24,Residential,549000 CAD,318 Lakewood Road ,BC,West Coast
,,,,Residential,289000 CAD,Lot 11 Stoddart Estates Drive ,BC,West Coast
3.0,3.0,1491.0,,Residential,620000 CAD,110-253 NORTON STREET ,BC,West Coast
2.0,2.0,1364.0,,Residential,299900 CAD,115-3105 SOUTH MAIN STREET ,BC,West Coast
2.0,,595.0,0.35,Other,349900 CAD,215 Link Lake Road ,BC,West Coast
,,,,Residential,419900 CAD,2210 Louie Drive Unit ,BC,West Coast
2.0,2.0,1993.0,,Residential,574999 CAD,328 FORT STREET ,BC,West Coast
2.0,3.0,2103.0,0.11,Residential,699000 CAD,124 Sarsons Road ,BC,West Coast
2.0,1.0,966.0,,Other,175000 CAD,4075 McClain Road ,BC,West Coast
4.0,3.0,2578.0,0.16,Residential,654800 CAD,2451 Drummond Crt ,BC,West Coast
3.0,3.0,,,Residential,374900 CAD,19 Lakeshore Drive Vernon BC V1H 2A1 ,BC,West Coast
3.0,2.0,1200.0,0.33,Residential,249000 CAD,112 Nystrom Road ,BC,West Coast
,,,,Residential,249000 CAD,Lot 3 Wilderness Ridge ,BC,West Coast
3.0,3.0,2546.0,0.16,Residential,409000 CAD,1009 11th avenue N ,BC,West Coast
2.0,2.0,759.0,,Residential,568000 CAD,13978 Fraser Highway ,BC,West Coast
,,,,Residential,629900 CAD,901 Middleton Way ,BC,West Coast
3.0,3.0,2138.0,0.04,Residential,515000 CAD,1750 Canoe Road ,BC,West Coast
3.0,2.0,1458.0,ng>2,Residential,599000 CAD,4020 Barriere Lakes Rd ,BC,West Coast
2.0,1.0,894.0,0.25,Residential,185000 CAD,306 Davies Avenue ,BC,West Coast
2.0,2.0,848.0,,Residential,475000 CAD,33568 GEORGE FERGUSON WAY ,BC,West Coast
3.0,2.0,1076.0,>0.1,Residential,695000 CAD,7013-Barcelona ,BC,West Coast
3.0,3.0,1752.0,,Residential,549900 CAD,2648 TRANQUILLE RD ,BC,West Coast
2.0,2.0,1334.0,,Residential,699999 CAD,525 Austin Avenue ,BC,West Coast
,,,0.42,Residential,599000 CAD,9603 Kalamalka Road ,BC,West Coast
1.0,1.0,790.0,,Residential,369900 CAD,651 Dunes Drive ,BC,West Coast
,,,,Residential,674900 CAD,209 Twin Lakes ,BC,West Coast
1.0,1.0,465.0,,Residential,448000 CAD,1330 Burrard Street ,BC,West Coast
1.0,1.0,595.0,,Other,43000 CAD,1200 Rancher Creek Road ,BC,West Coast
2.0,2.0,833.0,,Residential,459900 CAD,15 Park Place ,BC,West Coast
3.0,1.0,1536.0,0.47,Residential,174900 CAD,1068 Scott Drive ,BC,West Coast
3.0,3.0,3200.0,2.53,Residential,695000 CAD,3121 Dorman Road ,BC,West Coast
3.0,2.0,1344.0,,Residential,699900 CAD,975 Theodora Road ,BC,West Coast
3.0,1.0,930.0,0.11,Residential,475000 CAD,614 Martin Street ,BC,West Coast
,,,,Residential,274900 CAD,Lot 1 Tomswood Rd ,BC,West Coast
4.0,2.0,1800.0,>0.1,Residential,349900 CAD,120A 17th Avenue South ,BC,West Coast
2.0,2.0,2032.0,>0.3,Residential,399900 CAD,Lot 5 Strip road ,BC,West Coast
,,,,Residential,360000 CAD,Lots 65 & 66 Ta Lana Trail ,BC,West Coast
4.0,2.0,,,Residential,424900 CAD,709 13TH Avenue S ,BC,West Coast
1.0,1.0,642.0,,Residential,539000 CAD,1177 Hornby Street ,BC,West Coast
2.0,2.0,1179.0,,Residential,680000 CAD,170 Silver Lode Lane ,BC,West Coast
1.0,1.0,590.0,,Residential,57000 CAD,1200 Rancher Creek Road ,BC,West Coast
2.0,1.0,958.0,,Residential,269000 CAD,915-3140 WILSON STREET ,BC,West Coast
5.0,2.0,2784.0,0.18,Residential,699000 CAD,2533 NICHOLSON STREET ,BC,West Coast
5.0,4.0,4050.0,,Residential,559900 CAD,200 Cougar Road ,BC,West Coast
3.0,2.0,2087.0,,Residential,659000 CAD,1881 19 Avenue SE ,BC,West Coast
4.0,3.0,2055.0,0.15,Residential,699000 CAD,2609 MCGRAW STREET ,BC,West Coast
4.0,2.0,1920.0,.133,Residential,549999 CAD,270 Cariboo Avenue ,BC,West Coast
4.0,3.0,1720.0,,Residential,549000 CAD,1609 AGASSIZ-ROSEDALE NO 9 HIGHWAY ,BC,West Coast
3.0,1.0,1676.0,,Residential,509900 CAD,854 Bing Avenue ,BC,West Coast
2.0,2.0,1200.0,,Residential,207900 CAD,4874 Stanley St. ,BC,West Coast
1.0,1.0,590.0,,Other,59900 CAD,1200 Rancher Creek ,BC,West Coast
2.0,1.0,924.0,,Residential,169900 CAD,M7-4505 MCLEAN CREEK ROAD ,BC,West Coast
2.0,2.0,1423.0,0.16,Residential,524900 CAD,809 309 Avenue ,BC,West Coast
2.0,1.0,1028.0,>0.5,Residential,185000 CAD,1377 2nd Avenue ,BC,West Coast
3.0,1.0,1320.0,,Residential,399900 CAD,45185 WOLFE ROAD ,BC,West Coast
