Beds,Bath,Sqft,Lot_Size,Type,Price,Address
5,3,1298,.241,Single,339900 CAD,311E 350  N 
4,3,1656,0.19,Residential,379911 CAD,5228 51 Street 
5,2,1094914,.136,Single,399900 CAD,5004 113 AV NW 
4,3,2254,>0.1,Residential,369900 CAD,90 Livingston Close 
3,2,1116,.069,Single,309900 CAD,6480 54 Street NE 
3,1,105681,.045,Single,395000 CAD,3626 14 Street SW 
5,2,1079629,.138,Single,329000 CAD,13235 72 ST NW 
5,3,1202016,.115,Single,355000 CAD,14319 128 ST NW 
5,3,1238,0.16,Residential,319900 CAD,68 Barrett Drive 
5,2,1761,.138,Single,369900 CAD,1540 11 Avenue NE 
5,2,1051966,.138,Single,324900 CAD,8010 159 ST NW 
4,2,863273,,Single,319800 CAD,12410 77 ST NW 
4,2,1038,.102,Single,304900 CAD,9437 Lakeland Drive 
4,2,1106,.115,Single,329900 CAD,80 Spring Haven Road SE 
4,3,1556,0.16,Residential,379900 CAD,5509 46 Street 
3,2,1056,.086,Single,325000 CAD,242 Martinbrook Place NE 
2,3,14161,.087,Single,399900 CAD,320 Midpark Gardens SE 
4,3,1288451,.156,Single,340000 CAD,3216 130 AV NW 
4,4,1392,8.45,Single,384900 CAD,59120 RR 95 
3,2,1120963,.131,Single,384900 CAD,10955 72 AV NW 
4,3,1525259,,Single,378000 CAD,6 Southbridge DR 
3,3,10898,.085,Single,389900 CAD,26 River Rock Way SE 
3,2,1103,.075,Single,347900 CAD,31 Millside Crescent SW 
4,4,1660,.126,Single,335000 CAD,8926 104 Avenue 
3,3,1593072,.075,Single,359900 CAD,17508 58 ST NW 
5,3,1125,.007,Single,345000 CAD,11348 91st Street 
4,2,141899,0.18,Residential,385000 CAD,2506 16 Avenue S 
3,3,1068,>0.1,Single,364000 CAD,612 Anderson Crescent NW 
4,3,1162,.102,Single,339900 CAD,10718 125 Avenue 
4,2,1068,.139,Single,365000 CAD,75 Sunrise Street SW 
2,2,1605,.132,Single,375000 CAD,229 1 Street S 
4,3,1133,.126,Single,377900 CAD,416 Sierra Boulevard SW 
3,2,1596,2.06,Residential,319900 CAD,418 4 Street 
5,3,1254,0.16,Single,349900 CAD,10422 122 Avenue 
5,4,1429997,.144,Single,399900 CAD,45 ST 6301
5,3,1957,0.19,Residential,399900 CAD,28 Hunter Close 
3,2,1089317,,Single,399900 CAD,48 ST 4303
5,4,1136,0.13,Single,384900 CAD,1718 4 Avenue SE 
